id,order_id,sub_order_id,product_id,brand_id,quantity,unit_price_pkr,selected_color,selected_size
oi_087_2_2,ord_087,sub_087_2,prd_091,br_038,1,2087,Black,M
oi_088_1_1,ord_088,sub_088_1,prd_090,br_038,1,2088,Black,M
oi_088_1_2,ord_088,sub_088_1,prd_091,br_038,1,2088,Black,M
oi_088_2_1,ord_088,sub_088_2,prd_091,br_039,1,2088,Black,M
oi_088_2_2,ord_088,sub_088_2,prd_092,br_039,1,2088,Black,M
oi_089_1_1,ord_089,sub_089_1,prd_091,br_039,1,2089,Black,M
oi_089_1_2,ord_089,sub_089_1,prd_092,br_039,1,2089,Black,M
oi_089_2_1,ord_089,sub_089_2,prd_092,br_040,1,2089,Black,M
oi_089_2_2,ord_089,sub_089_2,prd_093,br_040,1,2089,Black,M
oi_090_1_1,ord_090,sub_090_1,prd_092,br_040,1,2090,Black,M
oi_090_1_2,ord_090,sub_090_1,prd_093,br_040,1,2090,Black,M
oi_090_2_1,ord_090,sub_090_2,prd_093,br_041,1,2090,Black,M
oi_090_2_2,ord_090,sub_090_2,prd_094,br_041,1,2090,Black,M
oi_091_1_1,ord_091,sub_091_1,prd_093,br_041,1,2091,Black,M
oi_091_1_2,ord_091,sub_091_1,prd_094,br_041,1,2091,Black,M
oi_091_2_1,ord_091,sub_091_2,prd_094,br_042,1,2091,Black,M
oi_091_2_2,ord_091,sub_091_2,prd_095,br_042,1,2091,Black,M
oi_092_1_1,ord_092,sub_092_1,prd_094,br_042,1,2092,Black,M
oi_092_1_2,ord_092,sub_092_1,prd_095,br_042,1,2092,Black,M
oi_092_2_1,ord_092,sub_092_2,prd_095,br_043,1,2092,Black,M
oi_092_2_2,ord_092,sub_092_2,prd_096,br_043,1,2092,Black,M
oi_093_1_1,ord_093,sub_093_1,prd_095,br_043,1,2093,Black,M
oi_093_1_2,ord_093,sub_093_1,prd_096,br_043,1,2093,Black,M
oi_093_2_1,ord_093,sub_093_2,prd_096,br_044,1,2093,Black,M
oi_093_2_2,ord_093,sub_093_2,prd_097,br_044,1,2093,Black,M
oi_094_1_1,ord_094,sub_094_1,prd_096,br_044,1,2094,Black,M
oi_094_1_2,ord_094,sub_094_1,prd_097,br_044,1,2094,Black,M
oi_094_2_1,ord_094,sub_094_2,prd_097,br_045,1,2094,Black,M
oi_094_2_2,ord_094,sub_094_2,prd_098,br_045,1,2094,Black,M
oi_095_1_1,ord_095,sub_095_1,prd_097,br_045,1,2095,Black,M
oi_095_1_2,ord_095,sub_095_1,prd_098,br_045,1,2095,Black,M
oi_095_2_1,ord_095,sub_095_2,prd_098,br_046,1,2095,Black,M
oi_095_2_2,ord_095,sub_095_2,prd_099,br_046,1,2095,Black,M
oi_096_1_1,ord_096,sub_096_1,prd_098,br_046,1,2096,Black,M
oi_096_1_2,ord_096,sub_096_1,prd_099,br_046,1,2096,Black,M
oi_096_2_1,ord_096,sub_096_2,prd_099,br_047,1,2096,Black,M
oi_096_2_2,ord_096,sub_096_2,prd_100,br_047,1,2096,Black,M
oi_097_1_1,ord_097,sub_097_1,prd_099,br_047,1,2097,Black,M
oi_097_1_2,ord_097,sub_097_1,prd_100,br_047,1,2097,Black,M
oi_097_2_1,ord_097,sub_097_2,prd_100,br_048,1,2097,Black,M
oi_097_2_2,ord_097,sub_097_2,prd_001,br_048,1,2097,Black,M
oi_098_1_1,ord_098,sub_098_1,prd_100,br_048,1,2098,Black,M
oi_098_1_2,ord_098,sub_098_1,prd_001,br_048,1,2098,Black,M
oi_098_2_1,ord_098,sub_098_2,prd_001,br_049,1,2098,Black,M
oi_098_2_2,ord_098,sub_098_2,prd_002,br_049,1,2098,Black,M
oi_099_1_1,ord_099,sub_099_1,prd_001,br_049,1,2099,Black,M
oi_099_1_2,ord_099,sub_099_1,prd_002,br_049,1,2099,Black,M
oi_099_2_1,ord_099,sub_099_2,prd_002,br_050,1,2099,Black,M
oi_099_2_2,ord_099,sub_099_2,prd_003,br_050,1,2099,Black,M
oi_100_1_1,ord_100,sub_100_1,prd_002,br_050,1,2100,Black,M
oi_100_1_2,ord_100,sub_100_1,prd_003,br_050,1,2100,Black,M
oi_100_2_1,ord_100,sub_100_2,prd_003,br_001,1,2100,Black,M
oi_100_2_2,ord_100,sub_100_2,prd_004,br_001,1,2100,Black,M
